Date,Capital,Amount Earned
2010-01-04,657.43,0.0
2010-01-05,657.6464719760999,0.21647197609991053
2010-01-06,657.8630152299274,0.4330152299274914
2010-01-07,658.0796297849521,0.6496297849521397
2010-01-08,658.2963156646514,0.866315664651438
2010-01-11,658.5130728925102,1.0830728925102449
2010-01-12,658.7299014920216,1.299901492021604
2010-01-13,658.9468014866858,1.5168014866858357
2010-01-14,659.1637729000114,1.733772900011445
2010-01-15,659.380815755514,1.9508157555140997
2010-01-18,659.5979300767178,2.16793007671788
2010-01-19,659.8151158871542,2.3851158871542566
2010-01-20,660.0323732103624,2.6023732103624297
2010-01-21,660.2497020698894,2.819702069889445
2010-01-22,660.4671024892899,3.037102489289964
2010-01-25,660.6845744921264,3.254574492126494
2010-01-26,660.9021181019693,3.472118101969386
2010-01-27,661.119488808613,3.6894888086130777
2010-01-28,661.337175622693,3.907175622693103
2010-01-29,661.5549341145103,4.124934114510324
2010-02-01,661.7727643076662,4.342764307666243
2010-02-02,661.9906662257696,4.560666225769637
2010-02-03,662.2086398924378,4.778639892437809
2010-02-04,662.4266853312951,4.996685331295112
2010-02-05,662.6448025659741,5.214802565974196
2010-02-08,662.8629916201149,5.43299162011499
2010-02-09,663.0812525173657,5.6512525173657195
2010-02-10,663.2995852813821,5.869585281382115
2010-02-11,663.5179899358276,6.087989935827636
2010-02-12,663.7364665043738,6.306466504373816
2010-02-17,663.9550150106995,6.525015010699576
2010-02-18,664.1736354784921,6.743635478492138
2010-02-19,664.3923279314461,6.9623279314461115
2010-02-22,664.611092393264,7.181092393264066
2010-02-23,664.8299288876564,7.399928887656415
2010-02-24,665.048837438341,7.618837438341075
2010-02-25,665.2678180690443,7.837818069044374
2010-02-26,665.4868708034999,8.056870803499919
2010-03-01,665.7059956654492,8.275995665449273
2010-03-02,665.9251926786419,8.495192678641956
2010-03-03,666.1444618668353,8.714461866835336
2010-03-04,666.3638032537941,8.933803253794167
2010-03-05,666.5832168632913,9.15321686329139
2010-03-08,666.8027027191079,9.372702719107906
2010-03-09,667.0222608450322,9.592260845032229
2010-03-10,667.2418912648604,9.811891264860492
2010-03-11,667.4615940023973,10.031594002397355
2010-03-12,667.6813690814545,10.251369081454527
2010-03-15,667.901216525852,10.471216525852014
2010-03-16,668.1211363594174,10.691136359417442
2010-03-17,668.3411286059863,10.911128605986391
2010-03-18,668.5611932894024,11.131193289402404
2010-03-19,668.7813304335167,11.35133043351675
2010-03-22,669.0015400621885,11.571540062188546
2010-03-23,669.2218221992848,11.791822199284866
2010-03-24,669.4421768686802,12.012176868680285
2010-03-25,669.6626040942577,12.232604094257795
2010-03-26,669.8831038999078,12.453103899907887
2010-03-29,670.1036763095289,12.6736763095289
2010-03-30,670.3243213470272,12.894321347027244
2010-03-31,670.545039036317,13.115039036317057
2010-04-01,670.7658294013205,13.335829401320552
2010-04-05,670.9866924659675,13.556692465967558
2010-04-06,671.2076282541957,13.777628254195747
2010-04-07,671.4286367899509,13.998636789950979
2010-04-08,671.6497180971867,14.219718097186728
2010-04-09,671.8708721998645,14.440872199864543
2010-04-12,672.0920991219537,14.662099121953702
2010-04-13,672.3133988874315,14.883398887431554
2010-04-14,672.5347715202831,15.10477152028318
2010-04-15,672.7562170445016,15.326217044501618
2010-04-16,672.9777354840877,15.547735484087752
2010-04-19,673.1993268630506,15.769326863050651
2010-04-20,673.4209912054067,15.990991205406772
2010-04-22,673.6427285351808,16.212728535180872
2010-04-23,673.8645388764055,16.434538876405554
2010-04-26,674.0861729232419,16.65617292324191
2010-04-27,674.3078798655163,16.87787986551632
2010-04-28,674.5296597272039,17.09965972720397
2010-04-29,674.7515125322883,17.321512532288352
2010-04-30,674.9918657685674,17.561865768567486
2010-05-03,675.2325476181445,17.80254761814456
2010-05-04,675.4733152876487,18.04331528764874
2010-05-05,675.7141688076807,18.28416880768077
2010-05-06,675.9551082088524,18.52510820885243
2010-05-07,676.1961335217865,18.766133521786514
2010-05-10,676.4372447771161,19.00724477711617
2010-05-11,676.6784420054863,19.248442005486368
2010-05-12,676.9197252375521,19.489725237552193
2010-05-13,677.16109450398,19.731094503980103
2010-05-14,677.4025498354472,19.97254983544724
2010-05-17,677.6440912626421,20.214091262642114
2010-05-18,677.8857188162634,20.45571881626347
2010-05-19,678.1274325270217,20.69743252702176
2010-05-20,678.3692324256377,20.939232425637783
2010-05-21,678.6111185428437,21.181118542843706
2010-05-24,678.8530909093824,21.423090909382495
2010-05-25,679.0949051688954,21.664905168895416
2010-05-26,679.3370500392314,21.90705003923142
2010-05-27,679.5792812511638,22.14928125116387
2010-05-28,679.8215988354793,22.391598835479385
2010-05-31,680.0637580872005,22.63375808720059
2010-06-01,680.3060035984689,22.87600359846897
2010-06-02,680.5485803101719,23.11858031017198
2010-06-04,680.791243517453,23.36124351745309
2010-06-07,681.033993251154,23.603993251154066
2010-06-08,681.2768295421274,23.846829542127466
2010-06-09,681.5197524212373,24.089752421237336
2010-06-10,681.7627619193581,24.332761919358177
2010-06-11,682.0243542911065,24.594354291106583
2010-06-14,682.286047035848,24.856047035848064
2010-06-15,682.5478401920957,25.11784019209574
2010-06-16,682.8097337983774,25.3797337983774
2010-06-17,683.0717278932358,25.64172789323584
2010-06-18,683.3338225152285,25.903822515228512
